QKEY,INTERVIEW_START_W146,INTERVIEW_END_W146,DEVICE_TYPE_W146,LANG_W146,FORM_W146,CONVFAM_POL_W146,CONVFAM_JOB_W146,CONVFAM_MDIA_W146,CONVFAM_RLG_W146,CONVFAM_SPRT_W146,CONVFAM_HLTH_W146,CONVFAM_NAT_W146,CONVFAM_LOC_W146,CONVFAM_FAM_W146,CONVFAM_CELEB_W146,CONVFAM_MONEY_W146,CONVFAM_PETS_W146,POL1JB_W146,POL1JBSTR_W146,CAMPNII_W146,PRZCMPGN_W146,MATTERS_W146,VOTEGEN_W146,VOTEGEN3_W146,QUALPRES_TRMP_MF_W146,QUALPRES_TRMP_PHY_W146,QUALPRES_TRMP_ADV_W146,QUALPRES_TRMP_ETH_W146,QUALPRES_TRMP_RSP_W146,QUALPRES_BDN_MF_W146,QUALPRES_BDN_PHY_W146,QUALPRES_BDN_ADV_W146,QUALPRES_BDN_ETH_W146,QUALPRES_BDN_RSP_W146,ELECTFTIGUE_W146,CMFRT_LIST_PRN_W146,CMFRT_LIST_ENG_W146,CMFRT_LIST_PRY_W146,CMFRT_LIST_MDN_W146,GOVSIZE1_W146,GOVT_ROLE_W146,USEXCEPT_W146,REGULATE_W146,ALLIES_W146,DISCRIM_W146,USASOLVE_W146,GOVWASTE_W146,RELIG_GOV_W146,DIVERSEPOP_MOD_W146,POLICY3MOD_W146,PRESGOODTRUMP_W146,PRESGOODBIDEN_W146,OPENIDEN_W146,NECCGOD_W146,BUSPROFIT_W146,GAINS_W146,ACTIVE_W146,GOVNEEDY_W146,MARRFAM_W146,US_ACTIVE_W146,TRANSGEND1_W146,AMDREAM1_W146,AMDREAMPOSS_W146,CONCEDE_W146,IVF_GDBD_W146,RGHTCNTRL_W146,GUNIMPCT_W146,BUSPOWER3_W146,POORASSIST_W146,SUPERPWR_W146,SOCIETY_SSM_W146,SOCIETY_RELG_W146,SOCIETY_LGB_W146,SOCIETY_WHT_W146,SOCIETY_EC_W146,SOCIETY_BC_W146,SOCIETY_THER_W146,SOCIETY_CHILD_W146,SOCIETY_AI_W146,SOCIETY_GUNS_W146,PROBOFF_a_W146,PROBOFF_b_W146,POLINTOL2_REP_W146,POLINTOL2_DEM_W146,ABRTLGL_W146,ABORTION3_W146,ABORTION4_W146,ABRTN_MED_W146,POLIMPT_SFE_W146,POLIMPT_RGHT_W146,POLIMPT_RCL_W146,POLIMPT_RESP_W146,GLBLZE_W146,GLBLZEREV_W146,GLBLZESUM_W146,RACESURV17_W146,CLMSRS1_W146,FIN_SIT_W146,ABRTVIEW_a_W146,ABRTVIEW_b_W146,ABRTVIEW_c_W146,LGLSTATUS_W146,NATLDPRT_W146,LGL_CITIZPRENSHIP_W146,LAWCOST_W146,ECONFAIR_W146,WOMENOBS_W146,GOVAID_W146,SUCCINLIFE_W146,GOODEVIL_W146,CRIMJUST_TGH_W146,MILSAFE_W146,WHADVANT_W146,AMHIST_FAIL_W146,AMHIST_SUCC_W146,GOVTHC_W146,SNGLPYER_W146,NOGOVTHC_W146,SOCSEC_FUT_W146,SOCSEC_RED_W146,SOCSEC_KEEP_W146,DTINDICTHRD_W146,DTINDICTLGL_W146,RPLC_W146,SEEKPOL_W146,SOURCEPOL_W146,AGEATTN1_a_W146,AGEATTN1_b_W146,AGEATTN2_a_W146,AGEATTN2_b_W146,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,HORSE_W146,HORSE_W151,WEIGHT_W146,WEIGHT_W146_W151
201801176560,2024-04-10T10:50:14Z,2024-04-10T11:08:14Z,2,1,2,,,,,,,1,2,1,3,3,1,1,1,1,,1,2,,5,3,5,5,5,2,3,1,1,1,1,,,1,1,2,,2,,,,1,2,1,1,1,5,2,1,,,,1,1,2,,1,,2,1,1,,2,,1,,,,3,3,,,,4,4,5,,,1,1,2,4,,1,1,2,1,1,2,,2,1,1,1,1,,5,2,,1,,,,2,99,2,,1,2,,,,,,2,,2,,,1,1,2,,,3,1,1,4,9,2,4,2,1,5,2,,1,1,1,1,1,5,,4,4,2,,2,4,1,9,4,1,2,2,2,2,0.6816194630379356,0.35519711164579737
201801176604,2024-04-11T16:37:05Z,2024-04-11T17:08:43Z,2,1,2,,,,,,,2,2,1,3,3,2,2,1,3,,1,1,,1,1,1,1,5,5,5,5,3,5,2,,,1,2,1,,1,,,,1,1,1,1,2,2,5,1,,,,2,2,2,,1,,1,2,3,,1,,2,,,,5,3,,,,5,3,1,,,3,3,1,4,,2,1,4,1,1,2,,2,3,5,3,5,,1,2,,2,,,,1,2,1,,1,4,,,,,,2,,2,,,4,2,6,,,1,3,1,4,9,3,2,1,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,1,1,2,1,4,1,1,1,,0.7606250523132865,
201801176653,2024-04-11T10:49:23Z,2024-04-11T11:14:17Z,1,1,2,,,,,,,2,2,1,2,2,1,1,2,3,,1,2,,5,3,5,5,5,3,3,3,1,2,2,,,1,1,1,,1,,,,1,1,1,1,3,5,3,2,,,,2,2,2,,1,,1,1,1,,1,,3,,,,3,3,,,,2,3,3,,,1,1,2,3,,3,1,3,1,1,1,,1,3,3,2,2,,4,1,1,,,,,1,2,1,,1,3,,,,,,2,,1,,,1,2,2,,,2,2,1,4,9,2,4,1,3,2,2,,1,1,1,1,3,12,,3,5,3,2,2,3,1,3,3,2,2,2,2,2,0.7898943043477094,0.7652939208019311
201801176916,2024-04-12T14:54:13Z,2024-04-12T15:06:04Z,2,1,1,1,1,1,1,2,1,,,,,,,2,2,,1,1,2,,5,4,5,5,5,4,3,2,1,1,2,1,1,,,,1,2,1,1,1,,,,1,1,5,2,1,1,1,2,,,,2,2,3,,1,,2,,2,,2,1,3,,,2,1,1,,,,3,2,,,1,3,2,,,,,,,2,1,1,1,1,1,5,,2,,1,2,1,2,,,,1,,,1,2,1,1,,,,,1,1,,2,2,3,3,,,1,4,9,2,2,1,2,3,1,1,1,1,3,1,1,9,,3,5,2,,2,4,1,4,5,1,2,2,2,,0.8676594331004173,
201801177096,2024-04-11T00:55:28Z,2024-04-11T01:18:37Z,3,1,2,,,,,,,3,2,2,3,3,1,2,1,3,,3,1,,3,3,3,3,3,5,5,5,5,5,2,,,1,1,1,,3,,,,2,1,1,2,3,3,5,2,,,,1,2,2,,1,,2,2,3,,1,,2,,,,5,4,,,,3,2,3,,,4,1,3,4,,3,1,3,3,1,2,,2,1,3,3,3,,3,1,1,,,,,1,2,2,,1,3,,,,,,2,,2,,,1,1,6,,,1,1,1,4,9,2,4,2,1,6,2,,99,3,5,4,3,1,1,1,3,1,,1,2,1,3,3,2,1,2,1,1,0.5724135171512732,0.46192225435623746
201801177178,2024-04-12T13:03:43Z,2024-04-12T13:18:20Z,1,1,2,,,,,,,2,2,1,2,3,2,2,1,3,,2,1,,3,3,3,3,3,5,5,5,4,4,2,,,1,2,1,,2,,,,1,1,2,3,1,2,5,2,,,,2,2,2,,1,,1,1,1,,1,,2,,,,4,3,,,,3,5,3,,,3,2,3,3,,3,1,4,1,2,1,,1,2,4,1,3,,1,1,1,,,,,1,1,1,,1,3,,,,,,2,,1,,,1,2,2,,,2,3,1,4,9,2,3,2,1,6,2,,1,1,1,1,1,12,,3,6,1,,1,1,1,9,2,2,1,2,1,,0.6729057534093594,
201801177268,2024-04-09T18:27:04Z,2024-04-09T19:17:36Z,2,1,1,2,1,1,2,1,1,,,,,,,2,1,,3,1,,,1,3,1,3,1,5,5,5,5,5,1,2,1,,,,2,3,2,2,2,,,,3,1,1,5,2,1,2,2,,,,3,1,1,,2,,1,,2,,1,3,3,,,5,1,3,,,,1,1,,,2,1,2,,,,,,,1,2,4,5,1,3,4,,1,1,,2,1,1,,,,3,,,1,1,2,,2,,,,1,3,,1,2,2,2,,,1,3,5,1,2,2,2,3,2,,1,4,4,1,1,2,2,2,6,1,,1,2,3,6,3,2,2,2,,,2.4056337098932135,1.070140979358419
201801177312,2024-04-09T17:27:03Z,2024-04-09T17:45:14Z,2,1,1,1,2,1,2,3,2,,,,,,,2,1,,1,1,1,,1,1,1,2,1,5,5,5,5,5,1,2,2,,,,2,2,2,1,2,,,,2,1,1,5,2,2,1,2,,,,2,1,1,,3,,1,,2,,1,3,4,,,3,1,1,,,,1,2,,,3,1,3,,,,,,,1,2,4,5,1,4,2,,2,,2,1,1,2,,,,2,,,1,2,2,,2,,,,1,3,,1,2,1,2,,,2,3,7,3,3,2,3,2,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,2,3,2,2,1,1,1.6090888108373398,1.251465954122168
201801177349,2024-04-09T18:02:43Z,2024-04-09T18:13:23Z,2,1,2,,,,,,,2,2,1,2,2,2,1,2,1,,2,,,4,3,5,5,5,3,3,2,2,2,1,,,1,1,1,,2,,,,1,2,2,1,1,4,3,1,,,,1,2,2,,2,,2,1,1,,2,,3,,,,1,3,,,,3,4,4,,,1,1,2,4,,1,2,2,1,1,1,,1,2,2,2,1,,4,2,,1,,,,2,2,2,,1,1,,,,,,1,2,,,,1,1,2,,,3,2,1,4,9,2,3,1,2,3,2,,1,1,1,1,1,2,2,2,4,3,2,2,3,2,9,3,1,2,2,,,2.721758208928539,0.8340712542092027
201801177382,2024-04-09T17:37:49Z,2024-04-09T17:48:56Z,2,1,1,1,3,2,2,2,2,,,,,,,2,1,,1,1,99,1,2,3,4,3,2,5,5,5,5,3,99,2,1,,,,2,2,99,1,2,,,,1,3,2,5,2,99,2,2,,,,2,1,99,,2,,1,,2,,1,3,4,,,3,2,2,,,,1,3,,,3,4,1,,,,,,,99,99,4,3,4,5,2,,1,1,,1,2,1,,,,2,,,3,3,2,,2,,,,4,3,,1,2,3,3,,,1,4,9,2,3,2,1,6,1,2,1,99,3,1,99,1,2,1,3,3,99,9,9,1,99,2,2,1,99,1,1,1.5654283519579484,0.9930038034069771
201801177408,2024-04-12T05:05:35Z,2024-04-14T20:43:38Z,1,1,1,3,3,2,2,3,2,,,,,,,2,1,,4,3,3,1,2,2,3,3,2,5,5,5,5,5,2,1,1,,,,2,2,1,2,2,,,,3,3,2,5,2,2,2,1,,,,2,1,3,,2,,1,,3,,2,4,3,,,3,3,2,,,,1,2,,,3,99,99,,,,,,,1,2,2,5,2,4,1,,2,,2,1,1,1,,,,2,,,2,1,2,,2,,,,5,4,,2,2,1,2,,,1,4,9,1,4,1,1,5,2,,1,3,5,1,1,1,1,1,2,3,1,1,1,1,6,2,1,2,2,1,,0.18878525585785877,
201801177443,2024-04-12T13:11:23Z,2024-04-12T13:24:30Z,1,1,1,3,2,1,3,3,2,,,,,,,1,2,,3,1,,,5,3,4,5,5,3,3,3,3,2,2,2,2,,,,99,2,1,1,99,,,,1,1,5,3,1,1,1,2,,,,2,1,3,,1,,2,,2,,1,1,1,,,3,1,1,,,,1,2,,,1,3,2,,,,,,,99,99,2,3,1,2,5,,2,,1,99,1,1,,,,3,,,2,2,1,1,,,,,5,1,,2,2,3,3,,,1,4,9,1,2,1,3,2,2,,1,1,1,1,6,12,,3,6,4,2,2,4,2,9,4,1,2,3,,,1.3887239205016253,1.2423065210482245
201801177449,2024-04-09T19:39:11Z,2024-04-09T19:56:37Z,2,1,2,,,,,,,2,2,1,2,1,2,2,2,4,,2,1,,2,3,2,2,2,5,5,4,2,2,1,,,2,1,1,,2,,,,1,2,1,1,1,2,4,2,,,,2,2,2,,1,,1,1,3,,1,,3,,,,4,3,,,,3,2,3,,,3,1,2,3,,1,1,1,1,1,1,,1,2,4,2,2,,4,1,1,,,,,1,2,2,,1,2,,,,,,2,,2,,,3,1,2,,,2,2,1,4,9,2,1,1,1,5,2,,1,3,5,1,6,10,,3,6,1,,1,2,1,9,3,1,2,3,1,1,1.6835759688722538,1.0932916081084274
201801177467,2024-04-09T18:02:54Z,2024-04-09T19:08:22Z,2,1,2,,,,,,,2,2,2,2,2,1,1,1,2,,1,2,,5,5,5,5,5,1,2,1,2,1,1,,,1,1,2,,2,,,,1,2,1,1,1,5,2,1,,,,1,1,2,,2,,1,1,3,,2,,3,,,,3,3,,,,3,2,5,,,3,2,2,3,,1,1,3,1,2,1,,1,3,2,1,2,,4,2,,1,,,,2,1,2,,1,1,,,,,,1,2,,,,2,99,2,,,3,1,1,4,9,2,4,1,2,3,2,,1,3,5,1,1,1,2,1,4,2,,2,3,1,9,3,2,1,2,2,2,0.19931914647398824,0.1706579608171061
201801177470,2024-04-10T00:27:45Z,2024-04-10T00:39:39Z,1,1,1,1,3,1,3,1,1,,,,,,,1,1,,2,2,2,,4,3,4,5,5,4,1,1,4,4,1,1,1,,,,1,1,2,2,1,,,,2,1,3,1,1,1,2,1,,,,3,2,3,,2,,2,,2,,1,3,2,,,5,5,4,,,,2,1,,,3,1,1,,,,,,,1,2,2,1,3,2,2,,2,,2,1,1,2,,,,1,,,1,1,2,,2,,,,5,2,,2,2,1,1,,,1,4,9,2,2,1,3,1,1,2,1,4,3,1,3,3,1,4,2,2,,2,3,1,7,1,2,1,2,2,1,0.9204111968702696,1.3473020233763788
201801177476,2024-04-09T19:13:03Z,2024-04-09T19:33:33Z,2,1,2,,,,,,,1,2,1,2,2,2,2,1,3,,2,1,,1,2,2,2,2,5,4,4,4,4,2,,,1,2,1,,1,,,,1,1,2,1,3,1,5,1,,,,2,2,1,,1,,1,2,1,,1,,2,,,,5,3,,,,5,4,3,,,2,1,4,4,,2,1,2,1,1,1,,1,3,5,2,5,,1,1,1,,,,,2,2,2,,3,3,,,,,,1,99,,,,4,2,3,,,2,2,1,4,9,2,2,2,1,5,2,,1,3,5,1,1,1,1,1,1,1,,1,1,1,8,2,1,1,2,1,,0.27599443423364967,
201801177602,2024-04-11T12:24:33Z,2024-04-11T13:17:42Z,3,1,1,2,1,1,1,2,1,,,,,,,2,2,,2,2,3,3,3,3,3,4,3,4,4,3,3,3,2,1,1,,,,2,2,1,1,2,,,,1,1,3,3,1,2,2,2,,,,2,1,1,,2,,2,,3,,2,3,4,,,2,2,2,,,,2,1,,,2,3,3,,,,,,,1,2,3,2,2,3,3,,2,,1,1,2,1,,,,3,,,4,3,1,2,,,,,4,4,,1,2,3,3,,,1,4,9,2,4,2,1,5,2,,4,3,5,4,1,1,1,1,2,3,1,1,1,1,8,2,2,1,2,3,1,0.39286468874411345,0.5262543555324629
201801177632,2024-04-13T04:54:45Z,2024-04-13T05:03:54Z,2,1,1,1,2,1,2,2,1,,,,,,,2,2,,2,3,3,3,5,5,5,5,5,5,5,5,5,5,99,1,1,,,,1,2,1,1,1,,,,1,1,5,5,1,1,1,2,,,,99,2,2,,1,,2,,2,,99,1,3,,,4,1,1,,,,2,1,,,1,3,2,,,,,,,99,99,1,1,2,2,5,,2,,1,2,1,2,,,,2,,,1,1,1,1,,,,,3,1,,99,99,99,99,,,1,4,9,2,1,2,1,6,1,1,1,4,3,1,6,12,,3,5,4,2,2,4,1,99,5,1,99,99,3,,0.3921456987095062,
201801177657,2024-04-10T00:09:17Z,2024-04-10T00:25:58Z,2,1,2,,,,,,,2,2,2,3,2,1,1,2,2,,2,3,2,4,4,5,5,4,4,3,2,4,3,1,,,2,1,1,,2,,,,2,2,1,1,3,3,2,1,,,,2,2,2,,2,,2,1,1,,2,,3,,,,2,3,,,,4,2,2,,,3,3,1,3,,1,2,2,1,2,2,,2,3,2,2,2,,4,2,,2,,,,2,2,1,,1,3,,,,,,1,2,,,,1,1,2,,,2,2,1,4,9,1,2,1,1,5,2,,1,1,1,1,1,12,,3,5,1,,1,2,1,9,3,2,1,3,2,,0.42564125186377655,
201801177699,2024-04-09T21:53:54Z,2024-04-09T22:00:29Z,2,1,2,,,,,,,1,2,2,2,2,1,2,1,1,,4,,3,5,5,5,5,5,5,5,5,5,5,2,,,1,1,2,,3,,,,2,1,1,1,1,5,5,1,,,,1,1,2,,2,,3,2,1,,2,,1,,,,1,1,,,,3,5,5,,,1,1,1,4,,1,4,1,1,5,1,,1,1,1,3,1,,5,2,,1,,,,2,1,2,,2,1,,,,,,2,,1,,,1,2,5,,,1,1,1,4,9,2,1,3,1,5,2,,1,1,1,1,6,1,1,1,6,4,2,2,4,3,5,5,1,1,2,,,3.105797797354954,1.6178042860170971
201801177796,2024-04-10T13:39:12Z,2024-04-10T13:50:27Z,2,1,1,2,1,2,3,3,2,,,,,,,2,2,,2,2,3,2,4,5,3,5,4,5,5,3,3,3,2,2,1,,,,2,3,2,2,2,,,,1,3,5,2,1,1,1,2,,,,2,1,1,,1,,2,,2,,1,3,4,,,2,1,1,,,,1,1,,,2,3,2,,,,,,,2,1,2,1,1,2,5,,2,,2,2,1,2,,,,2,,,2,3,1,2,,,,,3,1,,2,2,2,3,,,1,4,9,2,2,2,1,5,2,,1,1,1,1,1,1,1,1,3,2,,2,3,1,9,3,2,2,3,2,3,1.057530238790835,0.6968632947570345
201801177861,2024-04-13T11:51:05Z,2024-04-13T12:07:47Z,2,1,1,1,3,2,2,3,1,,,,,,,1,1,,1,1,2,,5,5,5,5,5,1,2,1,1,1,2,1,2,,,,1,3,1,2,1,,,,3,1,5,1,2,1,1,2,,,,1,2,3,,1,,2,,2,,1,1,1,,,1,1,1,,,,1,1,,,1,4,3,,,,,,,1,2,1,1,4,1,5,,2,,2,2,1,1,,,,2,,,1,1,1,1,,,,,1,1,,2,2,1,2,,,1,4,9,1,3,2,2,3,2,,1,1,1,1,6,5,,4,6,2,,2,4,1,3,5,2,2,2,2,2,1.1712905261718625,0.3575421968592263
201801177864,2024-04-09T18:47:30Z,2024-04-09T19:03:39Z,2,1,2,,,,,,,1,1,1,3,3,2,2,1,1,,1,1,,1,1,1,1,1,5,5,5,5,5,2,,,1,2,1,,1,,,,1,1,2,3,2,1,5,2,,,,2,2,1,,1,,2,1,3,,1,,3,,,,5,3,,,,5,5,1,,,1,2,4,4,,2,1,5,1,1,2,,2,4,5,2,5,,1,1,1,,,,,1,2,1,,1,4,,,,,,2,,2,,,4,1,6,,,1,3,1,4,9,2,4,1,2,3,1,3,4,1,3,4,1,1,1,1,1,1,,1,1,1,5,1,2,2,2,1,1,0.9561616052773957,0.6645367185939083
201801177869,2024-04-09T20:36:55Z,2024-04-09T20:56:57Z,1,1,1,3,2,2,3,2,1,,,,,,,2,1,,1,1,1,,2,2,3,2,1,5,5,5,5,5,2,2,2,,,,2,2,2,1,2,,,,3,3,1,5,2,1,2,1,,,,3,1,2,,2,,1,,2,,1,3,4,,,5,2,1,,,,1,2,,,3,3,3,,,,,,,1,2,4,5,3,3,2,,1,1,,1,1,1,,,,2,,,3,1,2,,2,,,,1,3,,1,2,3,2,,,1,4,9,2,4,2,2,4,2,,1,1,1,1,1,1,2,1,5,1,,1,1,1,6,1,2,2,2,1,1,0.7428865836170642,0.49198570725387186
201801177907,2024-04-09T19:06:52Z,2024-04-09T19:16:38Z,2,1,1,3,1,2,1,2,2,,,,,,,2,1,,3,3,3,1,2,3,4,3,1,5,5,5,5,5,2,2,2,,,,2,2,2,2,2,,,,2,2,4,5,2,2,2,1,,,,3,1,1,,3,,1,,2,,1,5,5,,,4,3,4,,,,1,2,,,3,3,1,,,,,,,1,2,4,4,2,5,1,,1,1,,1,2,1,,,,2,,,4,2,2,,2,,,,5,2,,2,2,2,2,,,2,4,8,3,2,1,1,6,2,,1,1,1,1,1,1,1,1,1,3,1,1,1,1,9,2,2,1,3,1,1,1.0399082883065798,1.070126798176896
201801177910,2024-04-10T11:49:35Z,2024-04-10T12:09:43Z,1,1,1,2,3,1,2,2,1,,,,,,,1,1,,1,1,2,,3,2,4,5,5,2,3,2,2,1,2,2,1,,,,1,2,1,1,1,,,,1,1,4,2,1,1,1,1,,,,1,2,1,,1,,1,,3,,2,1,3,,,2,1,1,,,,1,1,,,2,99,2,,,,,,,1,2,2,1,1,2,3,,2,,2,2,2,2,,,,2,,,2,2,1,2,,,,,2,1,,1,2,3,1,,,1,4,9,2,4,2,2,4,2,,1,3,5,1,1,1,2,1,6,2,,2,4,1,7,4,2,2,2,2,2,0.2955193221971378,0.2960126801010142
201801177916,2024-04-10T11:36:03Z,2024-04-10T11:45:45Z,1,1,1,2,2,2,2,2,2,,,,,,,1,1,,1,1,2,,5,5,5,5,5,2,3,1,1,1,2,1,1,,,,1,3,1,1,1,,,,1,1,5,1,1,1,1,2,,,,1,2,1,,1,,2,,2,,2,2,3,,,2,2,1,,,,2,1,,,2,3,3,,,,,,,2,1,2,1,1,2,3,,1,2,,2,1,2,,,,3,,,2,2,1,2,,,,,2,1,,1,2,2,1,,,1,4,9,2,4,2,1,5,2,,1,1,1,1,1,2,2,2,4,2,,2,4,1,9,4,2,1,3,2,,0.7393862952168666,
201801178033,2024-04-09T18:33:49Z,2024-04-09T19:15:02Z,2,1,1,2,2,1,2,1,1,,,,,,,2,1,,1,1,1,,1,2,3,3,3,5,5,5,5,5,1,1,1,,,,2,1,2,2,1,,,,1,3,2,5,1,1,2,2,,,,1,1,2,,1,,1,,2,,1,5,4,,,3,3,1,,,,1,1,,,3,4,1,,,,,,,1,2,1,3,2,5,1,,2,,1,1,1,2,,,,2,,,1,1,2,,2,,,,4,2,,1,2,1,1,,,1,4,9,2,3,2,1,5,2,,1,4,4,1,1,1,1,1,1,4,1,1,1,1,3,2,2,1,2,1,1,0.7047861407205445,0.39459055670051923
201801178125,2024-04-09T21:59:41Z,2024-04-09T22:11:50Z,2,1,2,,,,,,,2,2,1,2,1,2,2,1,1,,4,,2,5,3,3,5,5,3,4,3,2,2,2,,,1,1,1,,2,,,,1,1,1,3,1,5,3,1,,,,1,2,2,,2,,2,2,1,,1,,3,,,,3,2,,,,3,2,4,,,1,1,2,4,,1,1,2,1,1,2,,2,2,1,1,2,,5,2,,2,,,,1,2,2,,1,1,,,,,,1,2,,,,1,1,2,,,2,2,1,4,9,2,3,1,1,5,2,,1,1,1,1,1,9,,3,5,3,2,2,3,3,9,3,2,2,2,,,1.9261540088614597,0.6817311171922558
201801178200,2024-04-09T20:02:31Z,2024-04-09T20:17:41Z,2,1,2,,,,,,,2,3,2,2,2,2,1,1,1,,1,2,,3,3,5,5,5,3,3,2,2,1,2,,,1,1,2,,2,,,,1,1,1,1,1,5,2,1,,,,2,1,1,,1,,1,1,1,,1,,3,,,,3,3,,,,3,3,5,,,2,2,1,3,,1,1,2,2,3,2,,2,2,2,2,1,,4,2,,1,,,,1,2,1,,1,1,,,,,,2,,2,,,2,1,2,,,2,2,1,4,9,2,3,1,2,4,2,,4,3,5,4,1,2,1,2,4,2,,2,3,1,9,3,1,2,2,2,2,0.4550619488755927,0.44823717330994206
201801178205,2024-04-11T18:14:29Z,2024-04-11T18:20:28Z,2,1,2,,,,,,,1,1,1,1,1,2,2,2,2,,1,,,5,4,5,5,4,4,4,4,3,3,1,,,1,1,2,,3,,,,2,1,1,1,1,4,4,1,,,,1,1,2,,1,,2,3,1,,2,,3,,,,4,2,,,,4,2,5,,,3,3,2,3,,1,3,3,1,1,1,,1,1,1,2,1,,5,2,,1,,,,2,1,1,,1,1,,,,,,2,,2,,,1,1,2,,,1,1,1,4,9,2,2,2,1,6,2,,4,3,5,4,6,1,1,1,2,2,,2,3,3,2,3,1,2,1,,,1.6739573667402294,1.0987446307041884
201801178334,2024-04-09T18:33:04Z,2024-04-09T18:43:21Z,1,1,1,2,2,1,3,2,1,,,,,,,1,1,,1,1,2,,5,5,5,5,5,2,2,1,2,1,2,2,2,,,,1,3,1,1,2,,,,3,1,5,1,1,1,1,1,,,,1,1,1,,1,,2,,2,,2,4,1,,,2,1,1,,,,1,1,,,1,4,3,,,,,,,2,1,3,1,1,1,5,,2,,1,2,1,1,,,,2,,,1,1,1,1,,,,,2,1,,1,2,2,1,,,1,4,9,2,3,1,1,6,2,,4,3,5,4,1,9,,3,6,2,,2,4,1,9,4,1,2,3,2,2,0.6320386583340306,0.46598722136509957
201801178564,2024-04-08T23:36:56Z,2024-04-08T23:40:53Z,1,1,1,2,1,1,3,3,2,,,,,,,1,1,,2,3,,,5,5,5,5,5,5,3,3,3,3,2,2,2,,,,1,3,1,1,1,,,,1,1,5,3,1,1,1,2,,,,3,2,3,,2,,2,,2,,2,1,1,,,1,1,1,,,,1,1,,,1,2,2,,,,,,,2,1,1,1,1,1,5,,2,,1,2,1,2,,,,1,,,1,1,1,1,,,,,4,1,,2,2,1,1,,,1,4,9,2,2,2,1,6,2,,1,3,5,1,2,10,,3,6,2,,2,4,2,9,4,1,2,3,,,0.2054893643944281,
201801178795,2024-04-09T18:08:47Z,2024-04-11T11:16:08Z,2,1,1,1,1,2,2,2,1,,,,,,,2,1,,1,1,1,,1,1,2,1,1,5,5,5,5,5,1,2,1,,,,2,1,2,2,2,,,,1,3,1,5,2,1,2,1,,,,3,1,2,,1,,1,,2,,1,3,5,,,3,3,2,,,,1,2,,,3,4,1,,,,,,,1,2,3,5,1,4,1,,1,1,,1,2,1,,,,2,,,4,1,2,,1,,,,2,3,,1,6,2,2,,,1,4,9,1,3,1,2,3,2,,1,4,4,1,1,1,1,1,5,1,,1,2,1,9,3,2,2,3,1,,0.8156360554571895,
201801178898,2024-04-10T11:35:31Z,2024-04-10T11:44:59Z,2,1,1,2,1,2,2,2,2,,,,,,,2,1,,2,1,1,,2,2,2,2,1,5,5,5,5,5,2,2,1,,,,1,2,2,1,2,,,,2,1,1,5,1,2,2,2,,,,2,1,2,,1,,1,,2,,1,4,4,,,5,1,2,,,,1,1,,,3,3,1,,,,,,,2,1,3,3,2,3,2,,1,1,,1,1,1,,,,2,,,2,2,2,,2,,,,3,2,,2,2,3,3,,,1,4,9,2,3,2,2,3,2,,1,1,1,1,1,1,2,1,4,1,,1,1,1,9,2,2,1,2,1,1,0.6873141460910338,0.6095570198412554
201801178944,2024-04-09T17:32:14Z,2024-04-09T17:53:53Z,3,1,1,2,2,2,3,1,2,,,,,,,1,99,,1,1,2,,5,5,5,5,5,1,1,1,1,1,1,2,1,,,,1,1,1,1,1,,,,1,3,5,1,1,1,1,2,,,,1,1,2,,1,,2,,2,,1,3,3,,,1,1,1,,,,2,1,,,1,3,3,,,,,,,2,1,1,1,2,1,2,,2,,2,2,1,2,,,,2,,,1,2,1,2,,,,,2,1,,1,2,2,1,,,1,4,9,3,4,1,3,2,2,,1,1,1,1,1,1,2,1,5,2,,2,4,1,4,4,2,2,2,2,2,2.051616714814827,1.1845187943495177
201801179019,2024-04-10T10:31:27Z,2024-04-10T10:46:05Z,1,1,2,,,,,,,2,2,1,2,2,1,2,1,1,,1,1,,2,2,2,2,1,5,5,5,5,5,99,,,1,1,1,,1,,,,1,2,1,1,3,2,5,99,,,,1,2,2,,1,,1,1,1,,1,,2,,,,3,3,,,,3,3,1,,,1,1,99,99,,3,1,2,1,1,99,,99,4,5,1,1,,99,1,1,,,,,1,2,2,,1,4,,,,,,2,,2,,,1,1,2,,,2,2,1,4,9,3,3,1,1,5,2,,1,1,1,1,1,9,,3,6,1,,1,2,1,9,3,1,2,2,1,1,0.66203488668948,0.419007742380686
